altitude,mass,vnir_snr,spatial_res
400.0,11.594219353888937,121.92848836078211,200.0
400.0,11.580239353888937,187.87851867048354,400.0
400.0,11.573249353888936,279.0801191091944,800.0
400.0,11.573249353888936,455.60215907996906,2000.0
400.0,11.594219353888937,279.0801191091944,200.0
400.0,11.580239353888937,405.27865987056265,400.0
400.0,11.573249353888936,581.1133102222896,800.0
400.0,11.573249353888936,926.6315629078624,2000.0
400.0,11.594219353888937,730.0777551359072,200.0
400.0,11.580239353888937,1037.1868456065079,400.0
400.0,11.573249353888936,1470.1620357902298,800.0
400.0,11.573249353888936,2327.733835248313,2000.0
400.0,11.580239353888937,2081.510055284611,400.0
400.0,11.580239353888937,2081.510055284611,400.0
400.0,11.573249353888936,2945.3919555869297,800.0
400.0,11.573249353888936,4658.681174146893,2000.0
400.0,11.573249353888936,5893.326052747348,800.0
400.0,11.573249353888936,5893.326052747348,800.0
400.0,11.573249353888936,5893.326052747348,800.0
400.0,11.573249353888936,9318.971180727734,2000.0
400.0,11.596091384997564,279.0801191091944,200.0
400.0,11.582111384997564,405.27865987056265,400.0
400.0,11.575121384997566,581.1133102222896,800.0
400.0,11.575121384997566,926.6315629078624,2000.0
400.0,11.596091384997564,581.1133102222896,200.0
400.0,11.582111384997564,827.6277307826876,400.0
400.0,11.575121384997566,1174.616111676155,800.0
400.0,11.575121384997566,1861.2247608009714,2000.0
400.0,11.596091384997564,1470.1620357902298,200.0
400.0,11.582111384997564,2081.510055284611,400.0
400.0,11.575121384997566,2945.3919555869297,800.0
400.0,11.575121384997566,4658.681174146893,2000.0
400.0,11.582111384997564,4166.611368573546,400.0
400.0,11.582111384997564,4166.611368573546,400.0
400.0,11.575121384997566,5893.326052747348,800.0
400.0,11.575121384997566,9318.971180727734,2000.0
400.0,11.575121384997566,11787.924205098674,800.0
400.0,11.575121384997566,11787.924205098674,800.0
400.0,11.575121384997566,11787.924205098674,800.0
400.0,11.575121384997566,18638.747038141515,2000.0
400.0,11.601938514257206,730.0777551359072,200.0
400.0,11.587958514257206,1037.1868456065079,400.0
400.0,11.580968514257204,1470.1620357902298,800.0
400.0,11.580968514257204,2327.733835248313,2000.0
400.0,11.601938514257206,1470.1620357902298,200.0
400.0,11.587958514257206,2081.510055284611,400.0
400.0,11.580968514257204,2945.3919555869297,800.0
400.0,11.580968514257204,4658.681174146893,2000.0
400.0,11.601938514257206,3682.502330305114,200.0
400.0,11.587958514257206,5208.8036804788,400.0
400.0,11.580968514257204,7367.039163690416,800.0
400.0,11.580968514257204,11648.955370786227,2000.0
400.0,11.587958514257206,10419.046468655753,400.0
400.0,11.587958514257206,10419.046468655753,400.0
400.0,11.580968514257204,14735.096105914039,800.0
400.0,11.580968514257204,23298.554507934787,2000.0
400.0,11.580968514257204,29470.701167008636,800.0
400.0,11.580968514257204,29470.701167008636,800.0
400.0,11.580968514257204,29470.701167008636,800.0
400.0,11.580968514257204,46597.43091572781,2000.0
400.0,11.61250202290091,1470.1620357902298,200.0
400.0,11.59852202290091,2081.510055284611,400.0
400.0,11.59153202290091,2945.3919555869297,800.0
400.0,11.59153202290091,4658.681174146893,2000.0
400.0,11.61250202290091,2945.3919555869297,200.0
400.0,11.59852202290091,4166.611368573546,400.0
400.0,11.59153202290091,5893.326052747348,800.0
400.0,11.59153202290091,9318.971180727734,2000.0
400.0,11.61250202290091,7367.039163690416,200.0
400.0,11.59852202290091,10419.046468655753,400.0
400.0,11.59153202290091,14735.096105914039,800.0
400.0,11.59153202290091,23298.554507934787,2000.0
400.0,11.59852202290091,20838.812677555852,400.0
400.0,11.59852202290091,20838.812677555852,400.0
400.0,11.59153202290091,29470.701167008636,800.0
400.0,11.59153202290091,46597.43091572781,2000.0
400.0,11.59153202290091,58941.65681984804,800.0
400.0,11.59153202290091,58941.65681984804,800.0
400.0,11.59153202290091,58941.65681984804,800.0
400.0,11.59153202290091,93195.0227834695,2000.0
400.0,11.631773955677911,2650.495280930781,200.0
400.0,11.61779395567791,3749.697212062931,400.0
400.0,11.61080395567791,5303.814449273789,800.0
400.0,11.61080395567791,8386.960821489434,2000.0
400.0,11.631773955677911,5303.814449273789,200.0
400.0,11.61779395567791,7501.39254381836,400.0
400.0,11.61080395567791,10609.042253109214,800.0
400.0,11.61080395567791,16774.815705550507,2000.0
400.0,11.631773955677911,13261.514867029406,200.0
400.0,11.61779395567791,18754.880758993793,400.0
400.0,11.61080395567791,26523.59523408794,800.0
400.0,11.61080395567791,41937.6651717264,2000.0
400.0,11.61779395567791,37510.16139755004,400.0
400.0,11.61779395567791,37510.16139755004,400.0
400.0,11.61080395567791,53047.47322949415,800.0
400.0,11.61080395567791,83875.50917884267,2000.0
400.0,11.61080395567791,106095.08784106045,800.0
400.0,11.61080395567791,106095.08784106045,800.0
400.0,11.61080395567791,106095.08784106045,800.0
400.0,11.61080395567791,167751.10777573774,2000.0
400.0,11.615189353888937,121.92848836078211,200.0
400.0,11.594219353888937,187.87851867048354,400.0
400.0,11.580239353888937,279.0801191091944,800.0
400.0,11.573249353888936,455.60215907996906,2000.0
400.0,11.615189353888937,279.0801191091944,200.0
400.0,11.594219353888937,405.27865987056265,400.0
400.0,11.580239353888937,581.1133102222896,800.0
400.0,11.573249353888936,926.6315629078624,2000.0
400.0,11.615189353888937,730.0777551359072,200.0
400.0,11.594219353888937,1037.1868456065079,400.0
400.0,11.580239353888937,1470.1620357902298,800.0
400.0,11.573249353888936,2327.733835248313,2000.0
400.0,11.594219353888937,2081.510055284611,400.0
400.0,11.594219353888937,2081.510055284611,400.0
400.0,11.580239353888937,2945.3919555869297,800.0
400.0,11.573249353888936,4658.681174146893,2000.0
400.0,11.580239353888937,5893.326052747348,800.0
400.0,11.580239353888937,5893.326052747348,800.0
400.0,11.580239353888937,5893.326052747348,800.0
400.0,11.573249353888936,9318.971180727734,2000.0
400.0,11.617061384997564,279.0801191091944,200.0
400.0,11.596091384997564,405.27865987056265,400.0
400.0,11.582111384997564,581.1133102222896,800.0
400.0,11.575121384997566,926.6315629078624,2000.0
400.0,11.617061384997564,581.1133102222896,200.0
400.0,11.596091384997564,827.6277307826876,400.0
400.0,11.582111384997564,1174.616111676155,800.0
400.0,11.575121384997566,1861.2247608009714,2000.0
400.0,11.617061384997564,1470.1620357902298,200.0
400.0,11.596091384997564,2081.510055284611,400.0
400.0,11.582111384997564,2945.3919555869297,800.0
400.0,11.575121384997566,4658.681174146893,2000.0
400.0,11.596091384997564,4166.611368573546,400.0
400.0,11.596091384997564,4166.611368573546,400.0
400.0,11.582111384997564,5893.326052747348,800.0
400.0,11.575121384997566,9318.971180727734,2000.0
400.0,11.582111384997564,11787.924205098674,800.0
400.0,11.582111384997564,11787.924205098674,800.0
400.0,11.582111384997564,11787.924205098674,800.0
400.0,11.575121384997566,18638.747038141515,2000.0
400.0,11.622908514257205,730.0777551359072,200.0
400.0,11.601938514257206,1037.1868456065079,400.0
400.0,11.587958514257206,1470.1620357902298,800.0
400.0,11.580968514257204,2327.733835248313,2000.0
400.0,11.622908514257205,1470.1620357902298,200.0
400.0,11.601938514257206,2081.510055284611,400.0
400.0,11.587958514257206,2945.3919555869297,800.0
400.0,11.580968514257204,4658.681174146893,2000.0
400.0,11.622908514257205,3682.502330305114,200.0
400.0,11.601938514257206,5208.8036804788,400.0
400.0,11.587958514257206,7367.039163690416,800.0
400.0,11.580968514257204,11648.955370786227,2000.0
400.0,11.601938514257206,10419.046468655753,400.0
400.0,11.601938514257206,10419.046468655753,400.0
400.0,11.587958514257206,14735.096105914039,800.0
400.0,11.580968514257204,23298.554507934787,2000.0
400.0,11.587958514257206,29470.701167008636,800.0
400.0,11.587958514257206,29470.701167008636,800.0
400.0,11.587958514257206,29470.701167008636,800.0
400.0,11.580968514257204,46597.43091572781,2000.0
400.0,11.63347202290091,1470.1620357902298,200.0
400.0,11.61250202290091,2081.510055284611,400.0
400.0,11.59852202290091,2945.3919555869297,800.0
400.0,11.59153202290091,4658.681174146893,2000.0
400.0,11.63347202290091,2945.3919555869297,200.0
400.0,11.61250202290091,4166.611368573546,400.0
400.0,11.59852202290091,5893.326052747348,800.0
400.0,11.59153202290091,9318.971180727734,2000.0
400.0,11.63347202290091,7367.039163690416,200.0
400.0,11.61250202290091,10419.046468655753,400.0
400.0,11.59852202290091,14735.096105914039,800.0
400.0,11.59153202290091,23298.554507934787,2000.0
400.0,11.61250202290091,20838.812677555852,400.0
400.0,11.61250202290091,20838.812677555852,400.0
400.0,11.59852202290091,29470.701167008636,800.0
400.0,11.59153202290091,46597.43091572781,2000.0
400.0,11.59852202290091,58941.65681984804,800.0
400.0,11.59852202290091,58941.65681984804,800.0
400.0,11.59852202290091,58941.65681984804,800.0
400.0,11.59153202290091,93195.0227834695,2000.0
400.0,11.652743955677911,2650.495280930781,200.0
400.0,11.631773955677911,3749.697212062931,400.0
400.0,11.61779395567791,5303.814449273789,800.0
400.0,11.61080395567791,8386.960821489434,2000.0
400.0,11.652743955677911,5303.814449273789,200.0
400.0,11.631773955677911,7501.39254381836,400.0
400.0,11.61779395567791,10609.042253109214,800.0
400.0,11.61080395567791,16774.815705550507,2000.0
400.0,11.652743955677911,13261.514867029406,200.0
400.0,11.631773955677911,18754.880758993793,400.0
400.0,11.61779395567791,26523.59523408794,800.0
400.0,11.61080395567791,41937.6651717264,2000.0
400.0,11.631773955677911,37510.16139755004,400.0
400.0,11.631773955677911,37510.16139755004,400.0
400.0,11.61779395567791,53047.47322949415,800.0
400.0,11.61080395567791,83875.50917884267,2000.0
400.0,11.61779395567791,106095.08784106045,800.0
400.0,11.61779395567791,106095.08784106045,800.0
400.0,11.61779395567791,106095.08784106045,800.0
400.0,11.61080395567791,167751.10777573774,2000.0
400.0,11.692079353888936,121.92848836078211,200.0
400.0,11.629169353888937,187.87851867048354,400.0
400.0,11.601209353888937,279.0801191091944,800.0
400.0,11.580239353888937,455.60215907996906,2000.0
400.0,11.692079353888936,279.0801191091944,200.0
400.0,11.629169353888937,405.27865987056265,400.0
400.0,11.601209353888937,581.1133102222896,800.0
400.0,11.580239353888937,926.6315629078624,2000.0
400.0,11.692079353888936,730.0777551359072,200.0
400.0,11.629169353888937,1037.1868456065079,400.0
400.0,11.601209353888937,1470.1620357902298,800.0
400.0,11.580239353888937,2327.733835248313,2000.0
400.0,11.629169353888937,2081.510055284611,400.0
400.0,11.629169353888937,2081.510055284611,400.0
400.0,11.601209353888937,2945.3919555869297,800.0
400.0,11.580239353888937,4658.681174146893,2000.0
400.0,11.601209353888937,5893.326052747348,800.0
400.0,11.601209353888937,5893.326052747348,800.0
400.0,11.601209353888937,5893.326052747348,800.0
400.0,11.580239353888937,9318.971180727734,2000.0
400.0,11.693951384997565,279.0801191091944,200.0
400.0,11.631041384997564,405.27865987056265,400.0
400.0,11.603081384997564,581.1133102222896,800.0
400.0,11.582111384997564,926.6315629078624,2000.0
400.0,11.693951384997565,581.1133102222896,200.0
400.0,11.631041384997564,827.6277307826876,400.0
400.0,11.603081384997564,1174.616111676155,800.0
400.0,11.582111384997564,1861.2247608009714,2000.0
400.0,11.693951384997565,1470.1620357902298,200.0
400.0,11.631041384997564,2081.510055284611,400.0
400.0,11.603081384997564,2945.3919555869297,800.0
400.0,11.582111384997564,4658.681174146893,2000.0
400.0,11.631041384997564,4166.611368573546,400.0
