2,1,850,602,967,1,0.41369182878492305,0.12158716047364759,0.5283368971818941,1.3039865316230228E-5,7.553504196321691E-6,0.044402150460702644
2,3,850,592,681,1,0.45521062092976966,4.7427074251501615,1.3423581050888798,1.5183457274765262E-5,8.267771034449868E-6,0.016293112252928017
8,1,850,371,661,0,0.1911548401399713,0.6945562627579944,0.3721085030520126,1.5200672813704085E-5,7.023079436832998E-6,1.3700239602767506
1,1,800,571,667,0,0.17917118167342944,1.02832079869346,0.4247397120925724,1.786770751675934E-5,7.4870934242262795E-6,1.7880603265013106
1,2,450,232,476,1,0.6748582082855556,1.4003703634084446,1.652214599971674,1.2860568092175707E-5,8.266877916893391E-6,0.01655614330150656
2,1,850,586,974,1,0.45910565784113844,0.7079603326983342,1.2435241247067603,1.5422926619160748E-5,9.25358037998414E-6,0.031166602441710323
1,1,850,861,660,1,0.45910565784113844,0.7583793037413399,1.2435241247067603,1.508963050711063E-5,7.490291726401241E-6,0.031751475565553175
8,1,850,124,742,1,1.2547795610810597,0.7554742442066227,1.4882272948636976,1.4745254777825978E-5,8.259002323828308E-6,0.15121713463758507
2,1,850,569,657,0,0.18085837379868056,0.6956104780376763,0.3721085030520126,1.5800319324863248E-5,7.47373314653281E-6,1.3700239602767506
1,1,800,273,667,1,0.18946764801472019,1.02832079869346,0.4247397120925724,1.786770751675934E-5,7.0210461658535516E-6,1.2533336239976476
1,1,850,861,783,0,0.45910565784113844,0.8066540566658831,1.349513765596991,1.5171602720158702E-5,8.265433555122116E-6,0.01545292630895209
